"date";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"21.09.2011 00:00";"12.8";"762.2";"764.5";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.3";"";"";"";"";"";"";
"20.09.2011 21:00";"14.8";"762.4";"764.6";"";"60";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"14.8";"22.5";"";"";"";"";"";"10.0";"7.2";"";"";"";"";"";"";
"20.09.2011 18:00";"19.8";"762.1";"764.4";"";"33";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"2.9";"";"";"";"";"";"";
"20.09.2011 15:00";"21.4";"762.6";"764.8";"";"28";"Wind blowing from the north-east";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"2.4";"";"";"";"";"";"";
"20.09.2011 12:00";"21.1";"764.6";"766.8";"";"36";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"5.6";"";"";"";"";"";"";
"20.09.2011 09:00";"16.0";"765.0";"767.2";"";"52";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"7.6";"16.0";"";"";"";"";"";"10.0";"6.2";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"20.09.2011 06:00";"8.8";"763.6";"765.8";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"5.5";"";"";"";"";"";"";
"20.09.2011 03:00";"10.4";"763.8";"766.0";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.8";"";"";"";"";"";"";
"20.09.2011 00:00";"3.6";"764.5";"766.7";"";"";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.09.2011 21:00";"14.6";"764.1";"766.4";"";"61";"Wind blowing from the north-east";"0";"";"";"no clouds";" ";"";"";"13.4";"21.8";"";"";"";"";"";"10.0";"7.1";"";"";"";"";"";"";
"19.09.2011 18:00";"18.0";"763.5";"765.8";"";"42";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.8";"";"";"";"";"";"";
"19.09.2011 15:00";"21.4";"763.3";"765.5";"";"30";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"3.1";"";"";"";"";"";"";
"19.09.2011 12:00";"18.8";"764.7";"767.0";"";"35";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"3.1";"";"";"";"";"";"";
"19.09.2011 09:00";"13.4";"765.2";"767.5";"";"54";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"8.2";"15.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"4.3";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"19.09.2011 06:00";"8.4";"764.2";"766.6";"";"69";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"3.0";"";"";"";"";"";"";
"19.09.2011 03:00";"11.2";"764.5";"766.8";"";"50";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus translucidus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"1.3";"";"";"";"";"";"";
"19.09.2011 00:00";"12.6";"765.3";"767.5";"";"57";"Wind blowing from the south-east";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"4.3";"";"";"";"";"";"";
"18.09.2011 21:00";"15.1";"765.4";"767.8";"";"44";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";" ";"";"";"8.2";"19.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"3.1";"";"";"";"";"";"";
"18.09.2011 18:00";"15.8";"765.7";"767.9";"";"46";"Wind blowing from the south";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"4.1";"";"";"";"";"";"";
"18.09.2011 15:00";"17.3";"766.0";"768.3";"";"49";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"6.5";"";"";"";"";"";"";
"18.09.2011 12:00";"14.8";"767.7";"770.0";"";"69";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"9.2";"";"";"";"";"";"";
"18.09.2011 09:00";"8.2";"768.4";"770.8";"";"86";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";" ";"";"";"7.2";"15.5";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"6.0";"";"";"Surface of ground moist.";"";"";"";
"18.09.2011 06:00";"8.3";"767.2";"769.5";"";"92";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.0";"";"";"";"";"";"";
"18.09.2011 03:00";"11.1";"766.5";"768.8";"";"83";"Wind blowing from the south-east";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.3";"";"";"";"";"";"";
"18.09.2011 00:00";"12.3";"766.9";"769.2";"";"79";"Wind blowing from the south-east";"6";"";"";"70 – 80%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.7";"";"";"";"";"";"";
"17.09.2011 21:00";"15.5";"766.3";"768.5";"";"50";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"15.2";"20.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"5.0";"";"";"";"";"";"";
"17.09.2011 18:00";"18.8";"763.2";"765.4";"";"46";"Wind blowing from the south-east";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"7.0";"";"";"";"";"";"";
"17.09.2011 15:00";"20.2";"763.6";"765.8";"";"43";"Wind blowing from the south-east";"7";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"10.0";"7.2";"";"";"";"";"";"";
"17.09.2011 12:00";"18.0";"763.6";"766.0";"";"50";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus translucidus.";"";"10.0";"7.4";"";"";"";"";"";"";
"17.09.2011 09:00";"15.2";"762.0";"764.2";"";"96";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"14.8";"18.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"14.5";"0.6";"6";"Surface of ground moist.";"";"";"";
"17.09.2011 06:00";"15.7";"760.2";"762.4";"";"97";"Wind blowing from the south";"5";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"15.2";"";"";"";"";"";"";
"17.09.2011 03:00";"16.7";"759.9";"762.2";"";"95";"Wind blowing from the south";"3";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"10.0";"15.9";"0.6";"6";"";"";"";"";
"17.09.2011 00:00";"17.8";"758.7";"761.0";"";"96";"Wind blowing from the north";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"7.0";"17.1";"12";"";"";"";"";"";
"16.09.2011 21:00";"18.0";"757.6";"759.8";"";"87";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"15.8";"19.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altostratus opacus or Nimbostratus.";"";"10.0";"15.8";"0.2";"6";"";"";"";"";
"16.09.2011 18:00";"18.6";"756.0";"758.2";"";"88";"Calm, no wind";"0";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"10.0";"16.5";"";"";"";"";"";"";
"16.09.2011 15:00";"18.2";"756.3";"758.5";"";"68";"Wind blowing from the north-east";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"12.1";"0.1";"6";"";"";"";"";
"16.09.2011 12:00";"16.6";"757.9";"760.1";"";"81";"Wind blowing from the north-northeast";"3";"";"";"100%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"13.4";"";"";"";"";"";"";
"16.09.2011 09:00";"15.9";"758.5";"760.7";"";"80";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"14.6";"19.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"12.5";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"16.09.2011 06:00";"15.0";"757.6";"759.9";"";"83";"Wind blowing from the north-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.1";"";"";"";"";"";"";
"15.09.2011 21:00";"19.2";"759.8";"762.1";"";"69";"Wind blowing from the north-east";"4";"";"";"no clouds";" ";"";"";"12.8";"21.5";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"15.09.2011 18:00";"19.6";"760.6";"762.8";"";"61";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"15.09.2011 15:00";"20.2";"761.8";"764.0";"";"56";"Wind blowing from the north-east";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"15.09.2011 12:00";"16.2";"763.8";"766.0";"";"66";"Wind blowing from the north-east";"3";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"9.8";"";"";"";"";"";"";
"15.09.2011 09:00";"12.8";"764.5";"766.7";"";"74";"Wind blowing from the north-east";"4";"";"";"50%.";" ";"";"";"10.8";"15.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"8.2";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"15.09.2011 06:00";"11.2";"763.9";"766.1";"";"78";"Wind blowing from the north-east";"5";"";"";"20–30%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.5";"";"";"";"";"";"";
"15.09.2011 03:00";"12.4";"764.8";"767.1";"";"74";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.0";"";"";"";"";"";"";
"15.09.2011 00:00";"14.0";"765.0";"767.3";"";"61";"Wind blowing from the north-east";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.6";"";"";"";"";"";"";
"14.09.2011 21:00";"15.8";"765.0";"767.2";"";"52";"Wind blowing from the north-east";"5";"";"";"no clouds";" ";"";"";"12.2";"18.3";"";"";"";"";"";"10.0";"6.0";"";"";"";"";"";"";
"14.09.2011 18:00";"16.7";"765.3";"767.6";"";"46";"Wind blowing from the south-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"5.1";"";"";"";"";"";"";
"14.09.2011 15:00";"18.0";"766.0";"768.2";"";"29";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-0.3";"";"";"";"";"";"";
"14.09.2011 12:00";"15.2";"768.4";"770.8";"";"30";"Wind blowing from the north-east";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-2.2";"";"";"";"";"";"";
"14.09.2011 09:00";"12.2";"769.6";"772.0";"";"43";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"10.1";"13.1";"";"";"";"";"";"10.0";"-0.1";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"14.09.2011 06:00";"10.5";"769.0";"771.4";"";"65";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.3";"";"";"";"";"";"";
"14.09.2011 03:00";"10.8";"769.5";"771.8";"";"66";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.7";"";"";"";"";"";"";
"14.09.2011 00:00";"12.3";"769.8";"772.0";"";"63";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"5.5";"";"";"";"";"";"";
"13.09.2011 21:00";"13.1";"768.9";"771.2";"";"62";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"13.1";"18.6";"";"";"";"";"";"10.0";"6.0";"";"";"";"";"";"";
"13.09.2011 18:00";"14.4";"767.8";"770.0";"";"46";"Wind blowing from the east";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"2.9";"";"";"";"";"";"";
"13.09.2011 15:00";"17.4";"768.1";"770.3";"";"36";"Wind blowing from the north-east";"4";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"2.0";"";"";"";"";"";"";
"13.09.2011 12:00";"17.2";"768.7";"770.9";"";"28";"Wind blowing from the east";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-1.5";"";"";"";"";"";"";
"13.09.2011 09:00";"13.2";"767.1";"769.3";"";"30";"Wind blowing from the south-east";"3";"";"";"10%  or less, but not 0";" ";"";"";"8.3";"19.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-4.0";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"13.09.2011 06:00";"10.2";"765.7";"767.9";"";"46";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-0.8";"";"";"";"";"";"";
"13.09.2011 03:00";"12.2";"765.2";"767.5";"";"44";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"0.2";"";"";"";"";"";"";
"13.09.2011 00:00";"13.6";"764.4";"766.6";"";"46";"Wind blowing from the south-east";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"2.3";"";"";"";"";"";"";
"12.09.2011 21:00";"18.4";"761.5";"763.7";"";"46";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"14.3";"27.5";"";"";"";"";"";"10.0";"6.5";"";"";"";"";"";"";
"12.09.2011 18:00";"23.8";"760.2";"762.4";"";"30";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"5.1";"";"";"";"";"";"";
"12.09.2011 15:00";"26.4";"759.4";"761.6";"";"29";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.9";"";"";"";"";"";"";
"12.09.2011 12:00";"21.7";"759.9";"762.1";"";"37";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"6.3";"";"";"";"";"";"";
"12.09.2011 09:00";"14.3";"760.2";"762.4";"";"61";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"12.0";"15.9";"";"";"";"";"";"10.0";"7.0";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"12.09.2011 06:00";"13.1";"759.7";"761.8";"";"52";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"3.6";"";"";"";"";"";"";
"12.09.2011 03:00";"13.5";"760.8";"763.0";"";"53";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.2";"";"";"";"";"";"";
"12.09.2011 00:00";"15.1";"761.8";"764.2";"";"62";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.8";"";"";"";"";"";"";
"11.09.2011 21:00";"15.9";"762.7";"764.9";"";"48";"Wind blowing from the north";"3";"";"";"10%  or less, but not 0";" ";"";"";"11.1";"20.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"4.8";"";"";"";"";"";"";
"11.09.2011 18:00";"18.1";"763.0";"765.4";"";"44";"Wind blowing from the north-west";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"5.8";"";"";"";"";"";"";
"11.09.2011 15:00";"18.5";"765.7";"768.0";"";"39";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"4.4";"";"";"";"";"";"";
"11.09.2011 12:00";"15.3";"767.2";"769.6";"";"38";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"1.2";"";"";"";"";"";"";
"11.09.2011 09:00";"11.1";"767.8";"770.2";"";"53";"Wind blowing from the north";"0";"";"";"no clouds";" ";"";"";"4.5";"13.4";"";"";"";"";"";"10.0";"2.0";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"11.09.2011 06:00";"5.2";"766.6";"769.0";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"2.8";"";"";"";"";"";"";
"11.09.2011 03:00";"7.8";"766.8";"769.0";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"2.6";"";"";"";"";"";"";
"11.09.2011 00:00";"10.2";"767.0";"769.3";"";"60";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"2.8";"";"";"";"";"";"";
"10.09.2011 21:00";"13.4";"763.6";"765.9";"";"63";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"13.4";"21.6";"";"";"";"";"";"10.0";"6.4";"";"";"";"";"";"";
"10.09.2011 18:00";"17.4";"761.2";"763.5";"";"53";"Wind blowing from the south";"4";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.6";"";"";"";"";"";"";
"10.09.2011 15:00";"21.2";"759.1";"761.3";"";"27";"Wind blowing from the west";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"1.4";"";"";"";"";"";"";
"10.09.2011 12:00";"17.8";"758.1";"760.3";"";"58";"Wind blowing from the west";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.5";"";"";"";"";"";"";
"10.09.2011 09:00";"16.0";"756.7";"758.8";"";"61";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"14.6";"20.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"8.6";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
